payment_id,user_id,subscription_id,amount,payment_date,payment_status
52301,1722,4331,9.99,2024-08-28,Success
52302,1722,4331,9.99,2024-09-27,Success
52303,1722,4331,9.99,2024-10-27,Success
52304,1722,4331,9.99,2024-11-26,Success
52305,1722,4331,9.99,2024-12-26,Success
52306,1722,4332,9.99,2024-05-30,Success
52307,1722,4332,9.99,2024-06-29,Success
52308,1722,4332,9.99,2024-07-29,Success
52309,1722,4332,9.99,2024-08-28,Success
52310,1722,4332,9.99,2024-09-27,Success
52311,1722,4332,9.99,2024-10-27,Success
52312,1722,4332,9.99,2024-11-26,Success
52313,1722,4332,9.99,2024-12-26,Success
52314,1722,4332,9.99,2025-01-25,Success
52315,1722,4332,9.99,2025-02-24,Success
52316,1722,4332,9.99,2025-03-26,Success
52317,1722,4332,9.99,2025-04-25,Success
52318,1723,4333,19.99,2023-04-25,Success
52319,1723,4333,19.99,2023-05-25,Success
52320,1723,4333,19.99,2023-06-24,Success
52321,1723,4333,19.99,2023-07-24,Success
52322,1723,4333,19.99,2023-08-23,Success
52323,1723,4333,19.99,2023-09-22,Success
52324,1723,4333,19.99,2023-10-22,Success
52325,1723,4333,19.99,2023-11-21,Success
52326,1723,4333,19.99,2023-12-21,Success
52327,1723,4333,19.99,2024-01-20,Success
52328,1723,4333,19.99,2024-02-19,Success
52329,1723,4333,19.99,2024-03-20,Success
52330,1723,4333,19.99,2024-04-19,Success
52331,1723,4333,19.99,2024-05-19,Success
52332,1723,4333,19.99,2024-06-18,Success
52333,1723,4333,19.99,2024-07-18,Success
52334,1723,4333,19.99,2024-08-17,Success
52335,1723,4333,19.99,2024-09-19,Recovered
52336,1723,4333,19.99,2024-09-16,Failed
52337,1723,4333,19.99,2024-10-16,Success
52338,1723,4333,19.99,2024-11-15,Success
52339,1723,4333,19.99,2024-12-15,Success
52340,1723,4334,19.99,2023-10-22,Success
52341,1723,4334,19.99,2023-11-21,Success
52342,1723,4334,19.99,2023-12-21,Success
52343,1723,4334,19.99,2024-01-20,Success
52344,1723,4334,19.99,2024-02-19,Success
52345,1723,4334,19.99,2024-03-20,Success
52346,1723,4334,19.99,2024-04-19,Success
52347,1723,4334,19.99,2024-05-19,Success
52348,1723,4334,19.99,2024-06-18,Success
52349,1723,4334,19.99,2024-07-21,Recovered
52350,1723,4334,19.99,2024-07-18,Failed
52351,1723,4334,19.99,2024-08-17,Success
52352,1723,4334,19.99,2024-09-16,Success
52353,1723,4334,19.99,2024-10-16,Success
52354,1723,4334,19.99,2024-11-15,Success
52355,1723,4334,19.99,2024-12-15,Success
52356,1723,4335,19.99,2024-04-19,Success
52357,1723,4335,19.99,2024-05-19,Success
52358,1723,4335,19.99,2024-06-18,Success
52359,1723,4335,19.99,2024-07-18,Success
52360,1723,4335,19.99,2024-08-17,Success
52361,1723,4335,19.99,2024-09-16,Success
52362,1723,4335,19.99,2024-10-16,Success
52363,1723,4335,19.99,2024-11-15,Success
52364,1723,4335,19.99,2024-12-15,Success
52365,1723,4336,19.99,2024-10-16,Success
52366,1723,4336,19.99,2024-11-15,Success
52367,1723,4336,19.99,2024-12-15,Failed
52368,1723,4336,19.99,2025-01-14,Success
52369,1723,4336,19.99,2025-02-16,Recovered
52370,1723,4336,19.99,2025-02-13,Failed
52371,1723,4336,19.99,2025-03-15,Success
52372,1723,4336,19.99,2025-04-14,Success
52373,1723,4336,19.99,2025-05-14,Success
52374,1723,4336,19.99,2025-06-13,Success
52375,1723,4336,19.99,2025-07-13,Success
52376,1724,4337,19.99,2023-05-15,Success
52377,1724,4337,19.99,2023-06-14,Success
52378,1724,4337,19.99,2023-07-14,Success
52379,1724,4337,19.99,2023-08-13,Success
52380,1724,4337,19.99,2023-09-12,Success
52381,1724,4337,19.99,2023-10-12,Success
52382,1724,4337,19.99,2023-11-11,Success
52383,1724,4337,19.99,2023-12-11,Success
52384,1724,4337,19.99,2024-01-10,Success
52385,1724,4337,19.99,2024-02-09,Success
52386,1724,4337,19.99,2024-03-10,Success
52387,1724,4337,19.99,2024-04-09,Success
52388,1724,4337,19.99,2024-05-09,Failed
52389,1724,4337,19.99,2024-06-08,Success
52390,1724,4337,19.99,2024-07-08,Success
52391,1724,4337,19.99,2024-08-07,Success
52392,1724,4337,19.99,2024-09-06,Success
52393,1724,4337,19.99,2024-10-06,Success
52394,1724,4337,19.99,2024-11-05,Success
52395,1724,4337,19.99,2024-12-05,Success
52396,1724,4338,19.99,2023-11-11,Success
52397,1724,4338,19.99,2023-12-11,Success
52398,1724,4338,19.99,2024-01-10,Success
52399,1724,4338,19.99,2024-02-09,Success
52400,1724,4338,19.99,2024-03-10,Success
52401,1724,4338,19.99,2024-04-12,Recovered
52402,1724,4338,19.99,2024-04-09,Failed
52403,1724,4338,19.99,2024-05-09,Success
52404,1724,4338,19.99,2024-06-08,Success
52405,1724,4338,19.99,2024-07-08,Success
52406,1724,4338,19.99,2024-08-10,Recovered
52407,1724,4338,19.99,2024-08-07,Failed
52408,1724,4338,19.99,2024-09-06,Success
52409,1724,4338,19.99,2024-10-06,Failed
52410,1724,4338,19.99,2024-11-05,Success
52411,1724,4338,19.99,2024-12-05,Success
52412,1724,4339,19.99,2024-05-12,Recovered
52413,1724,4339,19.99,2024-05-09,Failed
52414,1724,4339,19.99,2024-06-08,Success
52415,1724,4339,19.99,2024-07-08,Success
52416,1724,4339,19.99,2024-08-07,Success
52417,1724,4339,19.99,2024-09-06,Success
52418,1724,4339,19.99,2024-10-06,Success
52419,1724,4339,19.99,2024-11-05,Success
52420,1724,4339,19.99,2024-12-05,Success
52421,1724,4340,19.99,2024-11-05,Success
52422,1724,4340,19.99,2024-12-05,Success
52423,1724,4340,19.99,2025-01-04,Success
52424,1724,4340,19.99,2025-02-03,Success
52425,1724,4340,19.99,2025-03-05,Success
52426,1724,4340,19.99,2025-04-04,Success
52427,1724,4340,19.99,2025-05-04,Success
52428,1724,4340,19.99,2025-06-06,Recovered
52429,1724,4340,19.99,2025-06-03,Failed
52430,1724,4340,19.99,2025-07-03,Success
52431,1725,4341,9.99,2023-03-05,Success
52432,1725,4341,9.99,2023-04-04,Success
52433,1725,4341,9.99,2023-05-04,Success
52434,1725,4341,9.99,2023-06-03,Success
52435,1725,4341,9.99,2023-07-03,Success
52436,1725,4341,9.99,2023-08-02,Success
52437,1725,4341,9.99,2023-09-01,Success
52438,1725,4341,9.99,2023-10-04,Recovered
52439,1725,4341,9.99,2023-10-01,Failed
52440,1725,4341,9.99,2023-10-31,Failed
52441,1725,4341,9.99,2023-11-30,Success
52442,1725,4341,9.99,2023-12-30,Success
52443,1725,4341,9.99,2024-01-29,Success
52444,1725,4341,9.99,2024-02-28,Success
52445,1725,4341,9.99,2024-03-29,Success
52446,1725,4341,9.99,2024-04-28,Success
52447,1725,4341,9.99,2024-05-28,Success
52448,1725,4341,9.99,2024-06-27,Success
52449,1725,4341,9.99,2024-07-27,Success
52450,1725,4341,9.99,2024-08-26,Success
52451,1725,4341,9.99,2024-09-25,Success
52452,1725,4341,9.99,2024-10-25,Success
52453,1725,4341,9.99,2024-11-24,Success
52454,1725,4341,9.99,2024-12-24,Success
52455,1725,4342,9.99,2023-09-01,Success
52456,1725,4342,9.99,2023-10-01,Success
52457,1725,4342,9.99,2023-10-31,Success
52458,1726,4343,19.99,2023-04-02,Success
52459,1726,4343,19.99,2023-05-02,Success
52460,1726,4343,19.99,2023-06-01,Success
52461,1726,4343,19.99,2023-07-01,Success
52462,1726,4343,19.99,2023-07-31,Success
52463,1726,4343,19.99,2023-08-30,Success
52464,1726,4343,19.99,2023-09-29,Success
52465,1726,4343,19.99,2023-10-29,Success
52466,1726,4343,19.99,2023-11-28,Success
52467,1726,4343,19.99,2023-12-28,Success
52468,1726,4343,19.99,2024-01-27,Success
52469,1726,4343,19.99,2024-02-26,Success
52470,1726,4343,19.99,2024-03-27,Success
52471,1726,4343,19.99,2024-04-26,Success
52472,1726,4343,19.99,2024-05-26,Success
52473,1726,4343,19.99,2024-06-25,Success
52474,1726,4343,19.99,2024-07-25,Failed
52475,1726,4343,19.99,2024-08-24,Success
52476,1726,4343,19.99,2024-09-23,Success
52477,1726,4343,19.99,2024-10-23,Success
52478,1726,4343,19.99,2024-11-22,Success
52479,1726,4343,19.99,2024-12-22,Success
52480,1726,4344,19.99,2023-09-29,Success
52481,1726,4344,19.99,2023-10-29,Success
52482,1726,4344,19.99,2023-11-28,Success
52483,1726,4344,19.99,2023-12-28,Success
52484,1726,4344,19.99,2024-01-27,Success
52485,1726,4344,19.99,2024-02-26,Success
52486,1726,4344,19.99,2024-03-27,Success
52487,1726,4344,19.99,2024-04-26,Success
52488,1726,4344,19.99,2024-05-26,Success
52489,1726,4344,19.99,2024-06-25,Success
52490,1726,4344,19.99,2024-07-25,Success
52491,1726,4344,19.99,2024-08-24,Success
52492,1726,4344,19.99,2024-09-26,Recovered
52493,1726,4344,19.99,2024-09-23,Failed
52494,1726,4344,19.99,2024-10-23,Success
52495,1726,4344,19.99,2024-11-22,Success
52496,1726,4344,19.99,2024-12-22,Success
52497,1726,4345,19.99,2024-03-27,Success
52498,1726,4345,19.99,2024-04-26,Success
52499,1726,4345,19.99,2024-05-26,Success
52500,1726,4345,19.99,2024-06-25,Success
52501,1726,4345,19.99,2024-07-25,Success
52502,1726,4345,19.99,2024-08-24,Success
52503,1726,4345,19.99,2024-09-23,Success
52504,1726,4345,19.99,2024-10-23,Success
52505,1726,4345,19.99,2024-11-22,Success
52506,1726,4345,19.99,2024-12-22,Success
52507,1726,4346,19.99,2024-09-23,Success
52508,1726,4346,19.99,2024-10-23,Success
52509,1726,4346,19.99,2024-11-22,Success
52510,1726,4346,19.99,2024-12-22,Success
52511,1727,4347,14.99,2023-01-15,Success
52512,1727,4347,14.99,2023-02-14,Success
52513,1727,4347,14.99,2023-03-16,Success
52514,1727,4347,14.99,2023-04-15,Success
52515,1727,4347,14.99,2023-05-15,Success
52516,1727,4347,14.99,2023-06-14,Success
52517,1727,4347,14.99,2023-07-14,Success
52518,1727,4347,14.99,2023-08-13,Success
52519,1727,4347,14.99,2023-09-12,Success
52520,1727,4347,14.99,2023-10-12,Success
52521,1727,4347,14.99,2023-11-11,Success
52522,1727,4347,14.99,2023-12-11,Success
52523,1727,4347,14.99,2024-01-10,Success
52524,1727,4347,14.99,2024-02-09,Success
52525,1727,4347,14.99,2024-03-10,Success
52526,1727,4347,14.99,2024-04-09,Success
52527,1727,4347,14.99,2024-05-09,Success
52528,1727,4347,14.99,2024-06-08,Success
52529,1727,4347,14.99,2024-07-08,Success
52530,1727,4347,14.99,2024-08-07,Success
52531,1727,4347,14.99,2024-09-06,Failed
52532,1727,4347,14.99,2024-10-09,Recovered
52533,1727,4347,14.99,2024-10-06,Failed
52534,1727,4347,14.99,2024-11-05,Success
52535,1727,4347,14.99,2024-12-05,Success
52536,1727,4348,14.99,2023-07-14,Success
52537,1727,4348,14.99,2023-08-13,Success
52538,1727,4348,14.99,2023-09-12,Success
52539,1727,4348,14.99,2023-10-12,Success
52540,1727,4348,14.99,2023-11-11,Success
52541,1727,4348,14.99,2023-12-11,Success
52542,1727,4348,14.99,2024-01-10,Success
52543,1727,4348,14.99,2024-02-09,Success
52544,1727,4348,14.99,2024-03-10,Success
52545,1727,4348,14.99,2024-04-09,Success
52546,1727,4348,14.99,2024-05-09,Success
52547,1727,4348,14.99,2024-06-08,Success
52548,1727,4348,14.99,2024-07-11,Recovered
52549,1727,4348,14.99,2024-07-08,Failed
52550,1727,4348,14.99,2024-08-07,Success
52551,1727,4348,14.99,2024-09-06,Success
52552,1727,4348,14.99,2024-10-06,Success
52553,1727,4348,14.99,2024-11-05,Success
52554,1727,4348,14.99,2024-12-05,Success
52555,1727,4349,14.99,2024-01-10,Success
52556,1727,4349,14.99,2024-02-09,Success
52557,1727,4349,14.99,2024-03-10,Success
52558,1727,4349,14.99,2024-04-09,Success
52559,1727,4349,14.99,2024-05-09,Success
52560,1727,4349,14.99,2024-06-08,Success
52561,1727,4349,14.99,2024-07-11,Recovered
52562,1727,4349,14.99,2024-07-08,Failed
52563,1727,4349,14.99,2024-08-07,Success
52564,1727,4349,14.99,2024-09-06,Success
52565,1727,4349,14.99,2024-10-06,Success
52566,1727,4349,14.99,2024-11-08,Recovered
52567,1727,4349,14.99,2024-11-05,Failed
52568,1727,4349,14.99,2024-12-05,Success
52569,1727,4350,14.99,2024-07-08,Success
52570,1727,4350,14.99,2024-08-07,Success
52571,1727,4350,14.99,2024-09-06,Success
52572,1727,4350,14.99,2024-10-06,Success
52573,1727,4350,14.99,2024-11-05,Success
52574,1727,4350,14.99,2024-12-05,Success
52575,1728,4351,14.99,2023-02-04,Success
52576,1728,4351,14.99,2023-03-06,Success
52577,1728,4351,14.99,2023-04-05,Failed
52578,1728,4351,14.99,2023-05-05,Success
52579,1728,4351,14.99,2023-06-04,Failed
52580,1728,4351,14.99,2023-07-04,Success
52581,1728,4351,14.99,2023-08-03,Success
52582,1728,4351,14.99,2023-09-02,Success
52583,1728,4351,14.99,2023-10-02,Success
52584,1728,4351,14.99,2023-11-01,Success
52585,1728,4351,14.99,2023-12-01,Success
52586,1728,4351,14.99,2023-12-31,Success
52587,1728,4351,14.99,2024-01-30,Success
52588,1728,4351,14.99,2024-03-03,Recovered
52589,1728,4351,14.99,2024-02-29,Failed
52590,1728,4351,14.99,2024-03-30,Success
52591,1728,4351,14.99,2024-04-29,Success
52592,1728,4351,14.99,2024-05-29,Success
52593,1728,4351,14.99,2024-06-28,Success
52594,1728,4351,14.99,2024-07-31,Recovered
52595,1728,4351,14.99,2024-07-28,Failed
52596,1728,4351,14.99,2024-08-27,Success
52597,1728,4351,14.99,2024-09-29,Recovered
52598,1728,4351,14.99,2024-09-26,Failed
52599,1728,4351,14.99,2024-10-26,Success
52600,1728,4351,14.99,2024-11-28,Recovered
52601,1728,4351,14.99,2024-11-25,Failed
52602,1728,4351,14.99,2024-12-25,Success
52603,1728,4352,14.99,2023-08-03,Success
52604,1728,4352,14.99,2023-09-02,Success
52605,1728,4352,14.99,2023-10-02,Success
52606,1728,4352,14.99,2023-11-01,Success
52607,1728,4352,14.99,2023-12-01,Success
52608,1728,4352,14.99,2023-12-31,Success
52609,1728,4352,14.99,2024-01-30,Success
52610,1728,4352,14.99,2024-02-29,Success
52611,1728,4352,14.99,2024-03-30,Failed
52612,1728,4352,14.99,2024-04-29,Success
52613,1728,4352,14.99,2024-05-29,Success
52614,1728,4352,14.99,2024-06-28,Success
52615,1728,4352,14.99,2024-07-28,Success
52616,1728,4352,14.99,2024-08-27,Success
52617,1728,4352,14.99,2024-09-26,Success
52618,1728,4352,14.99,2024-10-26,Success
52619,1728,4352,14.99,2024-11-25,Success
52620,1728,4352,14.99,2024-12-28,Recovered
52621,1728,4352,14.99,2024-12-25,Failed
52622,1728,4353,14.99,2024-01-30,Success
52623,1728,4353,14.99,2024-02-29,Success
52624,1728,4353,14.99,2024-03-30,Success
52625,1728,4353,14.99,2024-04-29,Success
52626,1728,4353,14.99,2024-05-29,Success
52627,1728,4353,14.99,2024-06-28,Success
52628,1728,4353,14.99,2024-07-28,Success
52629,1728,4353,14.99,2024-08-27,Success
52630,1728,4353,14.99,2024-09-29,Recovered
52631,1728,4353,14.99,2024-09-26,Failed
52632,1728,4353,14.99,2024-10-26,Success
52633,1728,4353,14.99,2024-11-25,Success
52634,1728,4353,14.99,2024-12-25,Success
52635,1728,4354,9.99,2024-07-28,Success
52636,1728,4354,9.99,2024-08-27,Success
52637,1728,4354,9.99,2024-09-26,Success
52638,1728,4354,9.99,2024-10-26,Success
52639,1728,4354,9.99,2024-11-25,Success
52640,1728,4354,9.99,2024-12-28,Recovered
52641,1728,4354,9.99,2024-12-25,Failed
52642,1729,4355,9.99,2023-09-07,Recovered
52643,1729,4355,9.99,2023-09-04,Failed
52644,1729,4355,9.99,2023-10-04,Success
52645,1729,4355,9.99,2023-11-03,Success
52646,1729,4355,9.99,2023-12-03,Success
52647,1729,4355,9.99,2024-01-02,Success
52648,1729,4355,9.99,2024-02-01,Success
52649,1729,4355,9.99,2024-03-02,Success
52650,1729,4355,9.99,2024-04-04,Recovered
52651,1729,4355,9.99,2024-04-01,Failed
52652,1729,4355,9.99,2024-05-01,Success
52653,1729,4355,9.99,2024-05-31,Success
52654,1729,4355,9.99,2024-07-03,Recovered
52655,1729,4355,9.99,2024-06-30,Failed
52656,1729,4355,9.99,2024-07-30,Success
52657,1729,4355,9.99,2024-08-29,Success
52658,1729,4355,9.99,2024-09-28,Success
52659,1729,4355,9.99,2024-10-28,Success
52660,1729,4355,9.99,2024-11-27,Success
52661,1729,4355,9.99,2024-12-27,Success
52662,1729,4356,9.99,2024-03-02,Success
52663,1729,4356,9.99,2024-04-01,Success
52664,1729,4356,9.99,2024-05-01,Success
52665,1729,4356,9.99,2024-05-31,Success
52666,1729,4356,9.99,2024-06-30,Success
52667,1729,4356,9.99,2024-07-30,Success
52668,1729,4356,9.99,2024-08-29,Success
52669,1729,4356,9.99,2024-09-28,Success
52670,1729,4356,9.99,2024-10-28,Success
52671,1729,4356,9.99,2024-11-27,Success
52672,1729,4356,9.99,2024-12-27,Success
52673,1729,4357,14.99,2024-08-29,Success
52674,1729,4357,14.99,2024-09-28,Success
52675,1729,4357,14.99,2024-10-28,Success
52676,1729,4357,14.99,2024-11-27,Success
52677,1729,4357,14.99,2024-12-27,Success
52678,1729,4357,14.99,2025-01-26,Success
52679,1729,4357,14.99,2025-02-25,Success
52680,1729,4357,14.99,2025-03-27,Success
52681,1729,4357,14.99,2025-04-26,Success
52682,1729,4357,14.99,2025-05-26,Success
52683,1729,4357,14.99,2025-06-25,Success
52684,1729,4357,14.99,2025-07-25,Success
52685,1730,4358,9.99,2023-12-22,Success
52686,1730,4358,9.99,2024-01-21,Success
52687,1730,4358,9.99,2024-02-20,Success
52688,1730,4358,9.99,2024-03-21,Success
52689,1730,4358,9.99,2024-04-20,Success
52690,1730,4358,9.99,2024-05-20,Success
52691,1730,4358,9.99,2024-06-19,Success
52692,1730,4358,9.99,2024-07-19,Success
52693,1730,4358,9.99,2024-08-18,Success
52694,1730,4358,9.99,2024-09-17,Success
52695,1730,4358,9.99,2024-10-17,Success
52696,1730,4358,9.99,2024-11-16,Success
52697,1730,4358,9.99,2024-12-16,Success
52698,1730,4359,9.99,2024-06-19,Success
52699,1730,4359,9.99,2024-07-19,Success
52700,1730,4359,9.99,2024-08-18,Failed
52701,1730,4359,9.99,2024-09-17,Success
52702,1730,4359,9.99,2024-10-20,Recovered
52703,1730,4359,9.99,2024-10-17,Failed
52704,1730,4359,9.99,2024-11-16,Success
52705,1730,4359,9.99,2024-12-16,Success
52706,1730,4360,9.99,2024-12-16,Success
52707,1730,4360,9.99,2025-01-15,Success
52708,1730,4360,9.99,2025-02-14,Success
52709,1730,4360,9.99,2025-03-16,Success
52710,1730,4360,9.99,2025-04-15,Success
52711,1730,4360,9.99,2025-05-15,Success
52712,1730,4360,9.99,2025-06-14,Success
52713,1730,4360,9.99,2025-07-14,Success
52714,1730,4360,9.99,2025-08-13,Success
52715,1730,4360,9.99,2025-09-12,Failed
52716,1730,4360,9.99,2025-10-12,Success
52717,1730,4360,9.99,2025-11-14,Recovered
52718,1730,4360,9.99,2025-11-11,Failed
52719,1731,4361,19.99,2023-01-09,Success
52720,1731,4361,19.99,2023-02-08,Success
52721,1731,4361,19.99,2023-03-10,Success
52722,1731,4361,19.99,2023-04-09,Success
52723,1731,4361,19.99,2023-05-09,Success
52724,1732,4362,9.99,2023-03-16,Success
52725,1732,4362,9.99,2023-04-15,Success
52726,1732,4362,9.99,2023-05-15,Success
52727,1732,4362,9.99,2023-06-14,Success
52728,1732,4362,9.99,2023-07-14,Success
52729,1732,4362,9.99,2023-08-13,Success
52730,1732,4362,9.99,2023-09-12,Success
52731,1732,4362,9.99,2023-10-12,Success
52732,1732,4362,9.99,2023-11-11,Success
52733,1732,4362,9.99,2023-12-11,Success
52734,1732,4362,9.99,2024-01-10,Failed
52735,1732,4362,9.99,2024-02-09,Success
52736,1732,4362,9.99,2024-03-10,Success
52737,1732,4362,9.99,2024-04-09,Success
52738,1732,4362,9.99,2024-05-09,Success
52739,1732,4362,9.99,2024-06-08,Failed
52740,1732,4362,9.99,2024-07-08,Success
52741,1732,4362,9.99,2024-08-07,Failed
52742,1732,4362,9.99,2024-09-06,Success
52743,1732,4362,9.99,2024-10-06,Success
52744,1732,4362,9.99,2024-11-05,Success
52745,1732,4362,9.99,2024-12-05,Success
52746,1732,4363,9.99,2023-09-12,Success
52747,1732,4363,9.99,2023-10-12,Success
52748,1732,4363,9.99,2023-11-11,Success
52749,1732,4363,9.99,2023-12-11,Success
52750,1732,4363,9.99,2024-01-10,Success
52751,1732,4363,9.99,2024-02-09,Success
52752,1732,4363,9.99,2024-03-10,Success
52753,1732,4363,9.99,2024-04-09,Success
52754,1732,4363,9.99,2024-05-09,Success
52755,1732,4363,9.99,2024-06-08,Success
52756,1732,4363,9.99,2024-07-08,Success
52757,1732,4363,9.99,2024-08-07,Success
52758,1732,4363,9.99,2024-09-06,Success
52759,1732,4363,9.99,2024-10-06,Success
52760,1732,4363,9.99,2024-11-05,Success
52761,1732,4363,9.99,2024-12-05,Success
52762,1732,4364,9.99,2024-03-13,Recovered
52763,1732,4364,9.99,2024-03-10,Failed
52764,1732,4364,9.99,2024-04-09,Success
52765,1732,4364,9.99,2024-05-09,Success
52766,1732,4364,9.99,2024-06-08,Success
52767,1732,4364,9.99,2024-07-08,Success
52768,1732,4364,9.99,2024-08-07,Success
52769,1732,4364,9.99,2024-09-06,Success
52770,1732,4364,9.99,2024-10-06,Success
52771,1732,4364,9.99,2024-11-08,Recovered
52772,1732,4364,9.99,2024-11-05,Failed
52773,1732,4364,9.99,2024-12-05,Success
52774,1732,4365,9.99,2024-09-06,Success
52775,1732,4365,9.99,2024-10-06,Success
52776,1732,4365,9.99,2024-11-05,Success
52777,1732,4365,9.99,2024-12-05,Success
52778,1732,4365,9.99,2025-01-04,Success
52779,1732,4365,9.99,2025-02-03,Success
52780,1733,4366,14.99,2023-07-02,Success
52781,1733,4366,14.99,2023-08-01,Success
52782,1733,4366,14.99,2023-08-31,Success
52783,1733,4366,14.99,2023-09-30,Success
52784,1733,4366,14.99,2023-10-30,Success
52785,1733,4366,14.99,2023-11-29,Success
52786,1733,4366,14.99,2023-12-29,Success
52787,1733,4366,14.99,2024-01-28,Success
52788,1733,4366,14.99,2024-02-27,Success
52789,1733,4366,14.99,2024-03-28,Success
52790,1733,4366,14.99,2024-04-27,Success
52791,1733,4366,14.99,2024-05-27,Success
52792,1733,4366,14.99,2024-06-26,Success
52793,1733,4366,14.99,2024-07-26,Success
52794,1733,4366,14.99,2024-08-25,Success
52795,1733,4366,14.99,2024-09-24,Success
52796,1733,4366,14.99,2024-10-24,Success
52797,1733,4366,14.99,2024-11-23,Success
52798,1733,4366,14.99,2024-12-23,Success
52799,1733,4367,14.99,2023-12-29,Success
52800,1733,4367,14.99,2024-01-28,Success
52801,1733,4367,14.99,2024-02-27,Success
52802,1733,4367,14.99,2024-03-28,Success
52803,1733,4367,14.99,2024-04-27,Success
52804,1733,4367,14.99,2024-05-27,Success
52805,1733,4367,14.99,2024-06-26,Success
52806,1733,4367,14.99,2024-07-26,Success
52807,1733,4367,14.99,2024-08-25,Success
52808,1733,4367,14.99,2024-09-24,Success
52809,1733,4367,14.99,2024-10-24,Success
52810,1733,4367,14.99,2024-11-23,Success
52811,1734,4368,19.99,2023-08-03,Success
52812,1734,4368,19.99,2023-09-02,Success
52813,1734,4368,19.99,2023-10-02,Success
52814,1734,4368,19.99,2023-11-01,Success
52815,1734,4368,19.99,2023-12-01,Success
52816,1734,4368,19.99,2023-12-31,Success
52817,1734,4368,19.99,2024-01-30,Success
52818,1734,4368,19.99,2024-02-29,Success
52819,1734,4368,19.99,2024-03-30,Success
52820,1734,4368,19.99,2024-04-29,Success
52821,1734,4368,19.99,2024-05-29,Success
52822,1734,4368,19.99,2024-06-28,Success
52823,1734,4368,19.99,2024-07-28,Success
52824,1734,4368,19.99,2024-08-27,Success
52825,1734,4368,19.99,2024-09-26,Success
52826,1734,4368,19.99,2024-10-26,Success
52827,1734,4368,19.99,2024-11-25,Success
52828,1734,4368,19.99,2024-12-25,Success
52829,1734,4369,19.99,2024-01-30,Success
52830,1734,4369,19.99,2024-02-29,Success
52831,1734,4369,19.99,2024-03-30,Success
52832,1735,4370,14.99,2023-05-30,Success
52833,1735,4370,14.99,2023-06-29,Success
52834,1735,4370,14.99,2023-07-29,Success
52835,1735,4370,14.99,2023-08-28,Success
52836,1735,4370,14.99,2023-09-27,Success
52837,1736,4371,14.99,2023-04-10,Success
52838,1736,4371,14.99,2023-05-10,Failed
52839,1736,4371,14.99,2023-06-09,Success
52840,1736,4371,14.99,2023-07-09,Success
52841,1736,4371,14.99,2023-08-08,Success
52842,1736,4371,14.99,2023-09-07,Success
52843,1736,4371,14.99,2023-10-07,Success
52844,1736,4371,14.99,2023-11-06,Success
52845,1736,4371,14.99,2023-12-06,Success
52846,1737,4372,14.99,2023-03-27,Success
52847,1737,4372,14.99,2023-04-26,Success
52848,1737,4372,14.99,2023-05-26,Success
52849,1737,4372,14.99,2023-06-25,Success
52850,1737,4372,14.99,2023-07-25,Success
52851,1737,4372,14.99,2023-08-24,Success
52852,1737,4372,14.99,2023-09-23,Success
52853,1737,4372,14.99,2023-10-26,Recovered
52854,1737,4372,14.99,2023-10-23,Failed
52855,1737,4372,14.99,2023-11-22,Success
52856,1737,4372,14.99,2023-12-22,Success
52857,1737,4372,14.99,2024-01-21,Success
52858,1737,4372,14.99,2024-02-20,Success
52859,1737,4372,14.99,2024-03-21,Success
52860,1737,4372,14.99,2024-04-20,Success
52861,1737,4372,14.99,2024-05-20,Success
52862,1737,4372,14.99,2024-06-19,Success
52863,1737,4372,14.99,2024-07-19,Success
52864,1737,4372,14.99,2024-08-18,Success
52865,1737,4372,14.99,2024-09-17,Success
52866,1737,4372,14.99,2024-10-17,Success
52867,1737,4372,14.99,2024-11-16,Success
52868,1737,4372,14.99,2024-12-16,Success
52869,1737,4373,19.99,2023-09-23,Success
52870,1737,4373,19.99,2023-10-23,Success
52871,1737,4373,19.99,2023-11-22,Success
52872,1737,4373,19.99,2023-12-22,Success
52873,1737,4373,19.99,2024-01-21,Success
52874,1737,4373,19.99,2024-02-20,Success
52875,1737,4373,19.99,2024-03-21,Success
52876,1737,4373,19.99,2024-04-20,Failed
52877,1737,4373,19.99,2024-05-20,Success
52878,1737,4373,19.99,2024-06-19,Success
52879,1738,4374,19.99,2023-05-19,Success
52880,1738,4374,19.99,2023-06-18,Success
52881,1738,4374,19.99,2023-07-18,Success
52882,1738,4374,19.99,2023-08-17,Success
52883,1738,4374,19.99,2023-09-16,Success
52884,1738,4374,19.99,2023-10-16,Success
52885,1738,4374,19.99,2023-11-15,Success
52886,1738,4374,19.99,2023-12-15,Success
52887,1738,4374,19.99,2024-01-14,Success
52888,1738,4374,19.99,2024-02-13,Failed
52889,1738,4374,19.99,2024-03-14,Success
52890,1738,4374,19.99,2024-04-13,Success
52891,1738,4374,19.99,2024-05-16,Recovered
52892,1738,4374,19.99,2024-05-13,Failed
52893,1738,4374,19.99,2024-06-15,Recovered
52894,1738,4374,19.99,2024-06-12,Failed
52895,1738,4374,19.99,2024-07-15,Recovered
52896,1738,4374,19.99,2024-07-12,Failed
52897,1738,4374,19.99,2024-08-11,Failed
52898,1738,4374,19.99,2024-09-10,Success
52899,1738,4374,19.99,2024-10-10,Success
52900,1738,4374,19.99,2024-11-09,Success
52901,1738,4374,19.99,2024-12-09,Success
52902,1738,4375,19.99,2023-11-18,Recovered
